,highly_variable,means,dispersions,dispersions_norm
BCHE,True,0.10973321963080977,1.2097329544463722,1.3214428
WDR49,True,0.14702799895190397,1.6824958653455102,2.4578147
MECOM,True,0.08066226120038392,3.3171050843115393,6.3868957
CLDN11,True,0.6739835956013723,2.293860937539436,3.3122761
SLC7A14-AS1,True,1.1020240604772022,2.9830217192896686,3.939438
SLC2A2,True,0.012452135511580654,1.2506684478687369,1.4198387
PLD1,True,0.6501451943476024,1.9974027671642163,2.671698
TNFSF10,True,0.01752613035572417,1.4692372258287236,1.9452087
NAALADL2,True,1.208273797226178,1.754669220796883,1.1955453
KCNMB2,True,1.6522870770261486,2.399057599802551,1.5085756
KCNMB2-AS1,True,0.9646661750926384,2.32870574281712,2.7257211
GNB4,True,0.29173397121713474,1.2771332262012471,1.49001
SOX2-OT,True,1.632393017469774,2.536395966468147,1.7083387
SOX2,True,0.33372800657408014,1.2531143465732941,1.4298612
B3GNT5,True,0.17649261105222183,1.1938488708888129,1.2832625
KLHL6,True,0.05058610678729729,1.7290887384398606,2.5698092
KLHL6-AS1,True,0.0030633097433036952,1.3500609064871587,1.6587466
DGKG,True,1.1603080892587299,1.7486718044429,1.1857637
ST6GAL1,True,0.8271609878565633,2.8083119625981836,4.423887
SST,True,0.09753830730528398,2.6727279181138726,4.838018
BCL6,True,0.5039296068750264,1.7016346326565464,2.5530603
LPP,True,1.2813577242930916,1.8098151853067475,1.285486
TPRG1,True,0.16391216637155784,1.8784297265580878,2.9287775
ATP13A4,True,0.5776963782789003,1.8772713547744062,2.4121215
HES1,True,0.09337202941000836,2.1193060853914454,3.5077677
APOD,True,0.4547430033730365,2.607622966134907,4.821866
TFRC,True,0.32500131198874643,1.3606118149248525,1.6990598
FGFR3,True,0.2804118778613733,1.7320899605828084,2.577023
C4orf48,True,0.31386592060972285,1.213981654123464,1.3318638
RGS12,True,0.9728411745692337,1.8728111489370691,1.8800638
CYTL1,True,0.017939163795191195,1.655338890828176,2.3925378
STK32B,True,0.19146542633754013,1.618408923934532,2.30377
TBC1D14,True,0.5129807890524637,1.2138718153148138,1.3315887
SH3TC1,True,0.08855426721409453,1.7986047462087869,2.7369034
SLC2A9,True,0.1458462176504093,1.2441502964818942,1.4041711
CD38,True,0.062233256097012184,1.2591801669261078,1.4402982
FGFBP2,True,0.0005872060443107783,1.3222519303692508,1.5919026
QDPR,True,1.0701546951073735,2.339421242947288,2.7455976
ADGRA3,True,0.4046369262567029,1.365948458152444,1.712424
DTHD1,True,0.02104286143775676,1.5116150253512544,2.0470715
C4orf19,True,0.16253046282826433,1.3479795279383577,1.6537436
RELL1,True,0.15185199538821476,1.2077183793274362,1.3166004
TLR10,True,0.025342392691155943,1.3535504990078824,1.6671345
TLR1,True,0.10232884427825432,1.6938200226498727,2.4850342
TLR6,True,0.029809055432644074,1.3648610402422907,1.6943214
FAM114A1,True,0.12088208516534134,1.2707262301763704,1.4680513
TMEM156,True,0.11227423776383316,2.027531513387925,3.2871706
RHOH,True,0.029827514328960417,1.5949865601094722,2.2474701
RBM47,True,0.2714750791368006,2.5624448705557645,4.5729322
GABRG1,True,0.3350795691208728,1.1827067042142954,1.2535441
FRYL,True,1.550502411185297,2.193590615674719,1.2097172
PDGFRA,True,0.2267278393753972,2.0037153595351036,3.2299242
KIT,True,0.24328616431682748,1.725693321047082,2.5616477
KDR,True,0.017011819379674192,1.2448764871128812,1.4059167
TMEM165,True,1.1839654729740012,2.3292865463197345,2.1327214
KIAA1211,True,0.8284393465302099,1.4433281699181388,1.4744699
IGFBP7,True,0.30242379454942564,2.236442597698109,3.892344
SULT1B1,True,0.004895323933379972,1.3473879401129178,1.6523217
JCHAIN,True,0.0021981240815953144,2.1603442488294964,3.6064103
SLC4A4,True,0.9607822067275684,2.3616941355405117,2.7869124
CXCL8,True,0.0029811863019685043,3.1333500623074246,5.945207
CXCL1,True,0.0032702415354640348,3.019344344448131,5.6711736
CXCL3,True,0.0021655725405861047,1.8054099971796211,2.753261
CXCL2,True,0.005054087318624771,2.074033468768223,3.3989465
AREG,True,0.0016352775368028577,1.655603391712719,2.3931737
CXCL10,True,0.0014401554064644227,3.3424735331514497,6.4478736
CXCL11,True,0.0005997884913155588,1.8477074481235365,2.8549309
SHROOM3,True,0.6326074522417419,1.4381837672458495,1.4633541
ANXA3,True,0.021010108503185722,1.7431479262252572,2.603603
BMP2K,True,0.8500074153154166,2.292303923464362,2.6581979
RASGEF1B,True,0.2958129045168407,1.3461268362313257,1.6627861
SCD5,True,1.3783295820196628,1.770695905691599,1.2216841
PLAC8,True,0.02971905111037802,1.669927886770183,2.4276052
HPSE,True,0.03490678789173017,1.1791330833354323,1.2478905
ARHGAP24,True,1.086129453638999,3.23698213458473,4.4105196
MEPE,True,0.09140136405443791,1.9474392078289746,3.0946543
SPP1,True,0.9329897037661361,3.72202256162837,5.3102407
ABCG2,True,0.040777012326722914,2.200073691374806,3.7019074
GPRIN3,True,0.324358383568916,1.2299774925304776,1.3719211
MMRN1,True,0.01573874808724169,1.6307470891311495,2.333427
HPGDS,True,0.038920789561523075,1.5979810433870727,2.2546678
PDLIM5,True,0.4839129815900843,1.539427495681278,2.1468558
BMPR1B,True,0.6716401195285358,2.2572208942021588,3.2331054
ADH1B,True,0.004449358684637956,2.3420023875123737,4.043059
DAPP1,True,0.019032508138336023,1.3860776451894854,1.7453194
EMCN,True,0.04557184572747871,1.5305564961432983,2.0926006
LEF1,True,0.03938425303632162,2.3544291033679423,4.0729284
ETNPPL,True,0.279577552476942,1.8636670654189362,2.8932927
COL25A1,True,0.4263285219982932,1.5734641226820076,2.2320917
ALPK1,True,0.17471590158471542,1.8387830023838945,2.8334792
UGT8,True,0.6740457919611712,2.249159892662285,3.2156875
NDST4,True,0.14060760514150025,1.2458264961690644,1.4082003
USP53,True,0.5207691179444833,1.9487353130210328,3.1718578
TRPC3,True,0.1472279908780794,1.224296786272479,1.3564496
FGF2,True,0.28538866486616393,1.4950808647662495,2.0358016
FAT4,True,0.2868752589344582,1.251795216519806,1.4265578
SLC7A11,True,0.4658772147970182,2.218141353959193,3.8465133
MAML3,True,0.9046188406388141,2.295537216108413,2.6641953
IL15,True,0.07403862429077215,1.2097663777365204,1.3215232
HHIP,True,0.7211968141248023,2.230947551747022,3.1763346
EDNRA,True,0.08655947499646297,1.326611531909993,1.6023818
SH3D19,True,1.0172670101556027,1.5288392112996767,1.2420163
MND1,True,0.05772025833299194,1.208699865262267,1.3189596
TLR2,True,0.20834838602168504,2.495027796521432,4.4108834
FAM198B-AS1,True,0.2195913476619102,1.359078513016148,1.6804221
TMEM144,True,1.2697571144494557,2.9230676181510504,3.1011531
FSTL5,True,1.3403178267819116,2.3965842959653596,2.2424812
CPE,True,1.4124615781343925,1.7789211666252829,1.2350992
TLL1,True,0.29532052983439727,1.3705807386437427,1.7240243
DDX60,True,0.06407632214687906,1.1681895318743631,1.2215856
DDX60L,True,0.10123754105696191,1.3870042994705594,1.7475468
GALNTL6,True,1.9701711015858643,3.1048575526528155,1.9029024
GPM6A,True,2.5723233062778363,3.049695455117181,1.2426413
VEGFC,True,0.03362152037950792,1.2186168155264239,1.3427968
TENM3-AS1,True,0.19346521385258075,1.2548913539955442,1.4299892
ENPP6,True,0.07897919001267116,1.1669193683983927,1.2185326
ACSL1,True,0.4515062401383326,1.9484082437646197,3.1710389
ANKRD37,True,0.0970689989858473,1.2467578210539971,1.4104388
TLR3,True,0.012206508034298569,1.2667610470973856,1.4585202
FAM149A,True,0.25839557184228595,1.7152678912559243,2.5365882
F11-AS1,True,0.3076584308259736,1.755644998157673,2.688315
SLC12A7,True,0.04994027548734735,1.369261780692546,1.7048994
SEMA5A,True,0.606448386483327,2.272964787669787,3.2671244
OTULINL,True,0.1601354849512173,1.2196709193700062,1.3453305
FBXL7,True,1.4372796850740757,2.645282718419122,1.866718
MYO10,True,0.3682794985086713,1.3717676605480293,1.7269967
C5orf17,True,0.1434212247982413,1.5792321778715528,2.2096016
CDH9,True,1.293657521904472,1.7615234388570409,1.2067242
IL7R,True,0.005123527343653797,2.6514534455153127,4.786881
RANBP3L,True,0.5448179793136818,2.404987266986121,4.314419
SLC1A3,True,1.6892631631600998,3.510614890031769,3.1253722
GDNF-AS1,True,0.1023609629348791,1.2969968375357461,1.5311974
LIFR,True,0.9659277737295651,1.6976067453865393,1.55507
OSMR-AS1,True,0.13003455389587815,1.516886716230607,2.059743
OSMR,True,0.10387590034110883,1.444458807872615,1.8856492
FYB1,True,0.36541462423581966,2.874646445517248,5.490555
CARD6,True,0.009395364141262219,1.2335914974113773,1.3787912
C7,True,0.015056834005339196,2.537531822648716,4.5130496
PLCXD3,True,0.6223882067830494,1.3424464169004815,1.2564876
SELENOP,True,0.5842917507530431,2.295364110761177,3.315524
ITGA1,True,0.11299715957256677,1.6052268445751434,2.2720845
ITGA2,True,0.3182356147280117,1.9328490770730384,3.132075
GZMA,True,0.0015977891281088493,1.541827605989266,2.1196928
GAPT,True,0.0029448537992122024,1.3147252026859173,1.5738108
ELOVL7,True,0.35079272948829704,1.8584177694728536,2.9456818
C5orf64,True,0.3444069943977901,1.7675769814832674,2.7181954
ADAMTS6,True,0.2631093412727143,1.4525911489860486,1.9051968
ERBIN,True,1.625194266353406,2.580232070440342,1.7720999
CD180,True,0.006587818818363545,1.230683748541479,1.3718019
ZNF366,True,0.017144076291568496,2.203946205024194,3.7112155
FOXD1,True,0.005117822429423982,1.5280621480938614,2.086605
SV2C,True,0.20172844365170478,1.3693172220640693,1.7050327
IQGAP2,True,0.14300871251305577,1.7603640059279577,2.644985
S100Z,True,0.06517911075529037,1.7441798351213478,2.6060834
LHFPL2,True,0.5740617990330331,2.252803624415755,3.2235606
RPS23,True,0.638131432672618,1.3370495763326922,1.2448263
XRCC4,True,0.31133545159673737,1.3652212020411205,1.7106029
VCAN,True,0.6205439462394763,3.121242126800516,5.100057
VCAN-AS1,True,0.06166098253170119,1.7318658523029034,2.5764844
EDIL3,True,1.9065799167736932,2.6266781874793557,1.2544287
ADGRV1,True,1.496228316992541,3.414107400474673,2.9849987
LUCAT1,True,0.1596518575844042,1.5188537034802847,2.0644708
RHOBTB3,True,0.7648654536300724,1.4687932016715213,1.529494
ST8SIA4,True,0.36575790220385995,1.500267560208097,2.0487902
MAN2A1,True,1.6755127717117757,2.7682761297538288,2.0456161
EPB41L4A,True,0.30906093303692633,1.2087984064648127,1.3188838
MCC,True,0.6094017380991668,1.414193603208028,1.4115168
SEMA6A,True,0.7223426222737517,1.5499181550683732,1.7047864
SEMA6A-AS1,True,0.2435626267027999,1.292349285433019,1.5200262
TNFAIP8,True,0.07779988021374984,1.748414305356172,2.6162617
GRAMD2B,True,0.644370094260784,1.9487083368287061,2.5664806
MARCH3,True,0.3860975816431975,1.6767242130984372,2.4906788
MEGF10,True,0.6880177211396069,1.7818358498857234,2.2059073
FBN2,True,0.13890660807282,1.7642793085998953,2.654396
SLC27A6,True,0.13942303388272484,1.6555307982287524,2.3929992
FSTL4,True,1.3845208488895313,1.8112040196055939,1.2877511
CXCL14,True,0.44929961626374015,2.9248821550540827,5.616357
SLC25A48,True,0.3049292950205398,1.3244339394009887,1.608462
TGFBI,True,0.019426418852288435,1.4709673076987804,1.9493672
ECSCR,True,0.0021406297473712554,1.1769346251095985,1.242606
PSD2,True,0.31339803120078863,1.2159703894113352,1.3368441
CD14,True,0.07665310180775792,2.148576824986942,3.5781252
FGF1,True,0.38068384697437324,1.4664831344729048,1.9641863
PRELID2,True,0.9226524660915721,2.3809037186159276,2.8225453
STK32A,True,0.15715374898854334,1.5268378911201093,2.0836623
ADRB2,True,0.014818483088408017,1.1819783073317407,1.2547295
SH3TC2,True,0.34956739995194464,1.8263256831324155,2.8653157
SH3TC2-DT,True,0.1314783763376625,1.7107964024778861,2.52584
CARMN,True,0.019199219545923987,2.2503897528624752,3.8228512
CSF1R,True,0.2292110082146616,2.325808070059688,4.0041327
PDGFRB,True,0.23816200698526113,1.5226227658055926,2.0735304
ARSI,True,0.0334665796307319,1.1974282798721585,1.2918663
CD74,True,0.24479141393493148,2.5052881989729543,4.435546
SPARC,True,0.1812228403772583,1.5539560963188859,2.148846
NMUR2,True,0.05719279216531674,1.4254447682545937,1.8399454
GALNT10,True,0.3481264466172174,1.2699626448428445,1.4720532
FAXDC2,True,0.3750577415303611,1.3892891532736598,1.7708746
EBF1,True,0.08547859460424972,3.0124453243158693,5.6545906
ATP10B,True,0.5721266604268109,1.872086185007114,2.4009175
SLIT3,True,0.8388458272046813,1.386383744657289,1.3514261
DOCK2,True,0.40574632021863677,2.295745298204637,4.0408516
INSYN2B,True,0.3849646301742566,1.1706019602532167,1.223231
LCP2,True,0.12223563712832256,1.6838743125630018,2.461128
KCNIP1,True,0.8396722320144487,1.9998446466959936,2.6769743
KCNMB1,True,0.03989785155067525,1.5241452978797705,2.0771902
SH3PXD2B,True,0.4396059761217263,1.3230481202189817,1.6049916
DUSP1,True,0.14670888126776688,1.7051237966227057,2.512205
MSX2,True,0.0029732724841835018,1.3670333300161897,1.6995429
LTC4S,True,0.035748538468414484,1.3037400393337129,1.547406
RASGEF1C,True,0.30627638457806483,1.6893348386228224,2.5222588
BTNL9,True,0.07315370681732968,1.3023926076134855,1.5441672
FOXC1,True,0.009605479736771625,1.5005569254639486,2.0204911
SERPINB9,True,0.3375665327357216,1.494565351362346,2.0345106
TUBB2B,True,0.23406676458796757,1.2485565334337423,1.4147624
F13A1,True,0.10899262668174617,3.695996660008838,7.297631
LY86,True,0.19410611756169902,1.9275015313176977,3.0467305
RREB1,True,0.219254695732289,1.7704395595270679,2.6692033
BMP6,True,0.09522980940932461,1.6147745297509708,2.2950342
GCNT2,True,0.14593464259784797,1.3790877007967681,1.7285178
NEDD9,True,0.21032561772315128,1.2480145684256194,1.4134597
EDN1,True,0.02871236682676795,2.028957860490315,3.290599
CD83,True,0.12720887254918944,1.6033100950088652,2.2674773
RNF144B,True,0.20054320158486594,1.9614049928406434,3.1282237
ID4,True,0.1851237595833097,1.4761989684797712,1.9619424
CASC15,True,1.0462793080177997,2.068062988083921,2.2422442
TRIM38,True,0.052524474713957735,1.5634958947613073,2.1717765
HIST1H1C,True,0.026076255348560343,1.2530600968912673,1.4255875
HFE,True,0.02456034473840364,1.2375399751093166,1.3882821
HIST1H2BC,True,0.03322581219413687,1.4005297164775679,1.7800575
HIST1H2AC,True,0.2871241624320204,2.034887357983939,3.3876028
HIST1H2BD,True,0.052539613691431564,1.2119606805377938,1.3267976
HIST1H2BF,True,0.008012222035797753,1.7025476613576287,2.5060127
HIST1H2BG,True,0.014442789030020635,1.6131697755617493,2.2911768
HIST1H2AE,True,0.004730823485949246,1.2589822085054694,1.4398223
HIST1H1D,True,0.0093219913475813,1.4233325391748535,1.8348683
HIST1H2BH,True,0.003947207691290169,1.8083740254349367,2.7603858
HIST1H2BJ,True,0.010121823470810051,1.8294435574085377,2.8110301
HIST1H2AG,True,0.002090862142765728,1.1989454904236467,1.2955132
HIST1H2BK,True,0.0008271161351229889,1.165418354385335,1.2149246
HIST1H2AH,True,0.0008559354577481872,1.23417277443126,1.3801883
HIST1H3H,True,0.0013073201967847138,1.3239796823472176,1.5960556
HIST1H2BM,True,0.0004388354525726174,1.2927831628832784,1.5210692
HIST1H3J,True,0.0019600982103237657,1.1760022610352467,1.2403649
MOG,True,0.5762798019032656,2.1105983311467993,2.9162877
ZFP57,True,0.0072200361930703566,1.2726386876423432,1.4726481
HLA-A,True,0.22872508099576822,1.4170727249702164,1.8198217
HLA-E,True,0.1454398152956314,2.095511313147095,3.4505725
IER3,True,0.044307558631757955,1.567333863285066,2.1810017
DDR1,True,0.26380079351314917,1.2289721213792002,1.3676877
HCG22,True,0.008017216248018287,1.6355701572325827,2.34502
HLA-C,True,0.1453182679356957,1.2805511066436133,1.4916672
HLA-B,True,0.1659048763572133,1.752542481844154,2.6261845
TNF,True,0.003026576011064122,2.4528992501024565,4.3096194
LST1,True,0.04193419735786219,1.62731659127572,2.3251812
AIF1,True,0.03465652843265739,1.8572628996630376,2.8778992
CLIC1,True,0.02225529014600433,1.4089515432537933,1.800301
HSPA1A,True,0.45801462747573174,2.371207473756129,4.2298265
HSPA1B,True,0.22515812681275207,1.4840514463880266,1.9808173
GPSM3,True,0.015878155237274878,1.2139593789974814,1.3316017
NOTCH4,True,0.029604288604329985,1.181591076014685,1.2537987
HLA-DRA,True,0.12158387109006609,2.1515190501349313,3.5851974
HLA-DRB5,True,0.024294510883301708,1.5472558181736844,2.1327405
HLA-DRB1,True,0.09447391330421534,1.8513024946655392,2.8635721
HLA-DQA1,True,0.01580795281588289,1.4609499679135851,1.9252887
HLA-DQB1,True,0.038210056154505546,1.2541587487016428,1.4282283
HLA-DQA2,True,0.0013872607541972148,1.2634138752603725,1.4504747
HLA-DMB,True,0.048328425734688554,1.5400818119932884,2.1154964
HLA-DOA,True,0.008326807545035222,1.3163688696133917,1.5777617
HLA-DPA1,True,0.062007015987624856,1.6993953423391037,2.4984355
HLA-DPB1,True,0.07153129251502076,1.5231605548721285,2.0748231
RPS18,True,0.6313841352885372,1.4293172979745816,1.4441956
IP6K3,True,0.047623179066514094,1.19228164768078,1.2794954
FKBP5,True,1.0943797954190801,2.3996694869052675,2.8573546
CDKN1A,True,0.05091839341577497,1.4914216228972597,1.9985329
PI16,True,0.07388382714692776,1.277772305311193,1.4849877
FGD2,True,0.10828364825694373,1.9127963922446356,3.011384
KIF6,True,0.5398519912903995,1.9385528874866864,3.1463587
DAAM2,True,0.6802818428461656,2.053456833343292,2.792818
TREML1,True,0.0086634671953534,1.3612236775169106,1.6855783
TREM2,True,0.024143018767498012,1.507581008189884,2.037375
TREM1,True,0.001847185049036664,1.4454537126025846,1.8880407
TFEB,True,0.31641736662302183,1.2287374231447508,1.3688157
VEGFA,True,0.18586062007533483,1.3054562407016193,1.5515312
RUNX2,True,0.5435298655417534,1.5628367879707892,2.2054782
MEP1A,True,0.005103275181858535,1.153270956804062,1.185726
PTCHD4,True,0.9411153343929025,1.812232503833981,1.767694
PAQR8,True,0.2697385493111308,1.2076066508422107,1.3163319
ELOVL5,True,0.5458619380887455,1.2206585091325992,1.3485842
LRRC1,True,0.5261731388933735,1.5723154622158118,2.2292151
BMP5,True,0.006020761926028739,1.579026752140923,2.2091079
COL21A1,True,0.46789882652150094,1.3692223107850454,1.7206225
EYS,True,0.3463247784734163,1.3635048231666815,1.7063047
COL9A1,True,0.10651021400634662,1.451434554694283,1.9024167
TENT5A,True,0.07791703985559484,1.4390535180079598,1.8726566
TBX18,True,0.013902115703573118,1.976335798495146,3.1641126
CNR1,True,0.5631891300284501,1.8231224829613606,2.857294
FHL5,True,0.005958585012693133,2.373409355724879,4.1185513
CDK19,True,1.2204641681132107,1.839684673132852,1.3342018
HDAC2-AS2,True,0.9063585178531542,2.187861371200693,2.4644632
HS3ST5,True,0.9661559339889211,1.895188801357845,1.9215729
FRK,True,0.10584376665070472,1.2435133601950317,1.4026402
NT5DC1,True,0.784770385988553,1.3113760239620296,1.1893517
GJA1,True,0.5745241663619988,2.5030377307999383,3.764259
TPD52L1,True,0.746098600358949,2.342505741490256,3.4173863
HEY2,True,0.06260475214873727,1.2631637793795372,1.4498736
THEMIS,True,0.18056375593079788,1.3412043881903266,1.6374583
LAMA2,True,0.9956964989772427,3.0064418137292477,3.982881
ARHGAP18,True,0.3172984161228453,1.1538708774722914,1.1813325
SAMD3,True,0.12342349401849044,1.167897642168572,1.220884
CCN2,True,0.04970767466726199,2.5708825830314423,4.593214
VNN1,True,0.002566539062467707,1.452454550177624,1.9048684
VNN3,True,0.0005514826930497139,1.2144081077502242,1.3326803
VNN2,True,0.005475028992870516,1.357236443272084,1.6759943
RPS12,True,0.5547657147831578,1.3189331870232892,1.5946869
EYA4,True,0.33692733200515346,1.9420355577739794,3.1550803
SGK1,True,1.3055794720102354,2.1559892217305343,1.850081
CT69,True,0.08197462748113707,1.4844167812197984,1.9816954
PDE7B,True,0.9624920011232506,1.6360447832767318,1.4408762
IFNGR1,True,0.3728423550576678,1.4681845325058487,1.968447
WAKMAR2,True,0.01657041353338214,1.2447837643823687,1.4056938
TNFAIP3,True,0.024005341218607434,1.7166269183000162,2.5398548
NHSL1,True,0.6731446775469064,2.532488474371616,3.8278954
ADGRG6,True,0.051728866298800864,1.3058397779726467,1.552453
STX11,True,0.009163406789001752,1.3714427066063197,1.7101417
UTRN,True,0.7250781959723269,1.6453525806283205,1.9109983
SAMD5,True,0.5095203452809947,1.2523904262540875,1.4280483
SASH1,True,1.0764714731847778,1.9009418506317552,1.9322445
UST,True,0.471536694591256,1.4915815213531136,2.0270386
PLEKHG1,True,0.3933544293162419,1.4503083914331132,1.9236809
MYCT1,True,0.004754596337349342,1.5066287300790995,2.035086
VIP,True,0.12333436068916648,2.1573104528233977,3.599118
IPCEF1,True,0.7784844196999536,1.7529569804167193,2.1435068
CNKSR3,True,0.30642632848324586,1.4020026920943955,1.8027122
SYNJ2,True,0.8063908533652304,1.6003219365278083,1.8136975
SYTL3,True,0.11029484182232505,1.617877495173677,2.3024926
EZR,True,0.16982286723349316,1.3789168268346417,1.7281071
SLC22A3,True,0.11397720260399373,1.331603673014486,1.6143813
PACRG-AS3,True,0.11593409278382423,1.4029460309876494,1.7858657
PACRG-AS1,True,0.038897872017491265,1.1719355818327097,1.23059
CAHM,True,0.07675987046462208,1.2428788946496567,1.4011151
QKI,True,2.456704500811145,3.2802719944703256,1.2032185
PRR18,True,0.1428459086758897,1.4584184531809565,1.9192038
RNASET2,True,0.5103864424196708,1.9830242017772206,3.2577252
THBS2,True,0.11866567355207534,1.4072962582403818,1.7963222
CARD11,True,0.09718399331578009,1.7632360686136124,2.6518884
SDK1,True,1.3269713483088093,2.268413389417302,2.03344
MMD2,True,0.3397895680634752,1.3732467404807684,1.7307006
NXPH1,True,1.55115501622832,3.1162514815994853,2.5517576
THSD7A,True,1.167989113173111,2.170980586372018,1.8745313
SCIN,True,0.11779610126155757,2.333867108781004,4.0235043
AGMO,True,0.14576414294318218,1.790543432586607,2.7175267
DNAH11,True,0.0993446955637538,1.4896876644057868,1.994365
STEAP1B,True,0.22803024471077188,1.3275595980538175,1.6046606
IL6,True,0.001465473766400832,1.9492700029792718,3.0990548
FAM126A,True,0.31888373006915216,1.4263351660159678,1.8636464
GPNMB,True,0.12647101468629876,2.0657896031137266,3.379131
NPY,True,0.10500358987627072,5.124930803014065,10.732334
SKAP2,True,0.6692758553587851,1.491851888390995,1.5793185
HOTAIRM1,True,0.008577966015755669,1.3977255028772697,1.7733172
CREB5,True,0.9746238793308627,2.3195522747592996,2.708742
CPVL,True,0.1735170700813558,1.8493975877027635,2.8589933
AQP1,True,0.07943651242201129,1.4730394629163361,1.954348
PDE1C,True,1.5423816863215107,2.5230411923671214,1.6889138
NPSR1-AS1,True,0.15779188914273687,2.290743533582183,3.9198487
NPSR1,True,0.04288238767023847,2.171799297378936,3.6339445
ANLN,True,0.5430975965693752,2.0808417731657394,3.5026832
AOAH,True,0.39358906893523066,2.3029352199913435,4.058857
ELMO1,True,1.8494102440156637,2.7884496069133227,1.4738119
ELMO1-AS1,True,0.1708598627806167,1.6206248512444934,2.3090963
TRGC2,True,0.00298138580468694,1.2830652194069447,1.4977102
TRGC1,True,0.001698992372436112,1.5986316495457649,2.2562318
TRG-AS1,True,0.012116253831292674,1.4177780383070662,1.8215171
GLI3,True,0.3271843307532331,1.7720294438260404,2.7293453
AEBP1,True,0.0686930132814856,1.3463950371318603,1.649935
MYO1G,True,0.008468446257656723,1.2967938616032502,1.5307095
IGFBP3,True,0.05927116175777542,1.4510549859323976,1.9015043
TNS3,True,0.43051433447475,1.7532599859201963,2.6823423
VWC2,True,0.7537092624527867,1.4058914340425916,1.3935777
IKZF1,True,0.1865051718208922,2.391158208074741,4.161214
EGFR,True,0.719429296529294,1.7801246356134273,2.2022097
LAT2,True,0.1182776528408414,1.418666701032828,1.8236531
NCF1,True,0.015135627811403665,1.369044993703025,1.7043784
HIP1,True,0.8169904425148866,2.160752044110388,3.0246584
HSPB1,True,0.33361367976669676,1.5490751112042351,2.1710157
FGL2,True,0.034708546253106154,1.5314045357807171,2.094639
CD36,True,0.10269199960751484,1.2866211669094205,1.5062577
SEMA3C,True,0.369627916545485,1.3081672542044605,1.5677265
HGF,True,0.1694474171704139,1.4960253675322293,2.0095987
SEMA3E,True,0.3399208492428061,1.6479929225018093,2.418729
SEMA3A,True,0.5310540501841253,1.1542797252234525,1.1823562
GRM3,True,1.3626665062196603,1.9915988707802619,1.5819674
ABCB1,True,0.23294865612451335,2.583530005920317,4.6236143
STEAP4,True,0.015651714579125866,1.1995410439747554,1.2969447
ZNF804B,True,1.093410936107296,2.126858905460422,2.3513072
SAMD9,True,0.020239481734605727,1.2310163107017216,1.3726013
SAMD9L,True,0.0543622318707442,1.4307497783839127,1.852697
CALCR,True,0.01016950497329141,1.8841155110996624,2.9424443
GNG11,True,0.01720615327209417,1.7725840919775107,2.6743581
COL1A2,True,0.018139497271197114,2.2189070263927806,3.7471766
PON2,True,0.537002341130914,1.6830239208734854,2.5064547
ASB4,True,0.013557797174427687,1.1666510099537348,1.2178875
PDK4,True,0.3212438580887725,2.296212691607651,4.042022
SLC25A13,True,0.7009996910347601,1.502590854363981,1.602523
DLX6-AS1,True,0.5712008437334328,1.8999489455929572,2.4611228
TAC1,True,0.12321893243353847,1.408073225651238,1.7981898
ARPC1B,True,0.11652109588546705,1.1938812476020313,1.2833403
AZGP1,True,0.05247459887069831,1.3499661859413183,1.6585189
GAL3ST4,True,0.029581478348902804,1.2479691473294676,1.4133505
TSC22D4,True,0.42459983031913545,1.4947050316185866,2.0348604
EPO,True,0.0008447180102332636,1.614117097435742,2.2934537
TRIM56,True,0.102502369962913,1.2077498627073657,1.3166761
SERPINE1,True,0.034945345098001006,2.90159116993511,5.3881326
RELN,True,0.6247004726638824,3.4418921742318895,5.792908
LHFPL3,True,1.178376190058064,3.619668034465308,4.2372785
LHFPL3-AS1,True,0.07630534978172597,1.7808607324100922,2.6942525
NAMPT,True,0.3439694354706096,2.1388661674655345,3.6479897
PIK3CG,True,0.037541965841912314,1.2675162877136206,1.4603356
FOXP2,True,0.9424201318107515,1.9688618562026068,2.058232
TFEC,True,0.10841334546830299,1.826055541563253,2.8028865
TES,True,0.009919125471666759,1.284062440647615,1.5001073
CAV1,True,0.03582593102990752,1.2136557760069155,1.330872
CFTR,True,0.19686830055877488,1.298230540539004,1.5341629
CPED1,True,0.25071230066417505,2.193866175938202,3.6869864
PTPRZ1,True,1.1995906982851163,2.9518719957386943,3.1481318
AASS,True,0.35997004458273496,1.3416143972471377,1.6514859
GPR37,True,0.4305716930949821,1.9278566013027392,3.1195729
GRM8,True,0.7772504510689411,1.6076683955867364,1.8295715
HILPDA,True,0.10507134849734287,1.7573597917679746,2.6377637
IRF5,True,0.025390420102881648,1.208396750667358,1.318231
AHCYL2,True,1.2715905298131456,1.7686627609536454,1.2183682
PODXL,True,0.12759249935229006,1.4825966508403734,1.9773204
CALD1,True,0.6424819432003491,1.3486407176746937,1.2698721
CHRM2,True,0.3973762370920556,1.4137368029115367,1.8320972
PTN,True,0.6236240876974344,1.7962772180197313,2.2371118
CREB3L2,True,0.28031620902620263,1.2008079190301209,1.2999898
ZC3HAV1,True,0.1398957253035057,1.468414244451738,1.9432304
HIPK2,True,0.9731997400411309,1.784403559372662,1.7160729
TBXAS1,True,0.3879692242341796,2.705275376720052,5.0664105
MGAM,True,0.0794399234871673,1.3279060457230316,1.6054934
CLEC5A,True,0.02670738767249082,1.5212168348686443,2.070151
MTRNR2L6,True,0.0012947507512219584,1.5478000198397155,2.1340487
